Id,imdbId,primaryTitle,startYear,runtimeMinutes,IMDB Score,Genre
164,190332,"Crouching Tiger, Hidden Dragon",2000,120,7.9,0
165,247586,Nine Queens,2000,114,7.9,2
166,288439,Bang Bang You're Dead,2002,93,7.9,2
167,299977,Hero,2002,107,7.9,0
168,300140,Lilya 4-Ever,2002,109,7.9,2
169,303394,Sister Helen,2002,90,7.9,3
170,373856,Gangaajal,2003,157,7.9,2
171,391857,Checkpoint,2003,80,7.9,3
172,424565,The Wild Parrots of Telegraph Hill,2003,83,7.9,3
173,437325,The Mars Underground,2007,84,7.9,3
174,478813,The Trap,2007,106,7.9,2
175,483836,What Remains,2005,80,7.9,3
176,489342,Which Way Home,2009,90,7.9,3
177,758742,Death Note,2006,126,7.9,2
178,808532,Hacking Democracy,2006,82,7.9,3
179,828154,The Pervert's Guide to Cinema,2006,150,7.9,3
180,878134,A Man Named Pearl,2006,78,7.9,3
181,1015971,The Boys: The Sherman Brothers' Story,2009,101,7.9,3
182,1024964,A Map for Saturday,2007,90,7.9,3
183,1059955,The Pixar Story,2007,88,7.9,3
184,1125387,See What I'm Saying: The Deaf Entertainers Documentary,2009,91,7.9,3
185,1178658,This Is the Life,2008,97,7.9,3
186,1185370,The King of Texas,2008,74,7.9,3
187,1235166,A Prophet,2009,155,7.9,2
188,1268204,Waste Land,2010,99,7.9,3
189,1286537,"Food, Inc.",2008,94,7.9,3
190,1344811,Brothers on the Line,2012,81,7.9,3
191,1444307,Episode 3: 'Enjoy Poverty',2009,90,7.9,3
192,1543807,Shadows of Liberty,2012,93,7.9,3
193,1631867,Edge of Tomorrow,2014,113,7.9,0
194,1740712,"Video Nasties: Moral Panic, Censorship & Videotape",2010,72,7.9,3
195,1772925,Jiro Dreams of Sushi,2011,81,7.9,3
196,1794779,Eco-Pirate: The Story of Paul Watson,2011,110,7.9,3
197,1890383,Debtocracy,2011,75,7.9,3
198,2125653,The House I Live In,2012,108,7.9,3
199,2131674,50 Children: The Rescue Mission of Mr. And Mrs. Kraus,2013,62,7.9,3
200,2421498,Lost Rivers,2012,72,7.9,3
201,2872718,Nightcrawler,2014,117,7.9,2
202,2938416,All This Mayhem,2014,104,7.9,3
203,3169780,Mediastan,2013,94,7.9,3
204,3498820,Captain America: Civil War,2016,147,7.9,0
205,3685922,Lost Songs: The Basement Tapes Continued,2014,107,7.9,3
206,4434004,Udta Punjab,2016,148,7.9,2
207,5275872,Nothing Left Unsaid: Gloria Vanderbilt & Anderson Cooper,2016,108,7.9,3
208,100150,Miller's Crossing,1990,115,7.8,2
209,100157,Misery,1990,107,7.8,2
210,101507,Boyz n the Hood,1991,112,7.8,2
211,106333,Baazigar,1993,175,7.8,2
212,106385,Belovy,1992,60,7.8,3
213,106489,A Bronx Tale,1993,121,7.8,2
214,110917,A Pure Formality,1994,108,7.8,2
215,116481,Hands on a Hardbody: The Documentary,1997,98,7.8,3
216,119448,Character,1997,122,7.8,2
217,130827,Run Lola Run,1998,81,7.8,2
218,150230,The Cruise,1998,76,7.8,3
219,150338,Divine Trash,1998,97,7.8,3
220,235327,Dark Days,2000,82,7.8,3
221,342570,An Injury to One,2002,53,7.8,3
222,346091,Unprecedented: The 2000 Presidential Election,2002,50,7.8,3
223,375679,Crash,2004,112,7.8,2
224,391024,Control Room,2004,84,7.8,3
225,425210,Lucky Number Slevin,2006,110,7.8,2
226,436039,After Innocence,2005,95,7.8,3
227,461674,Homemade Hillbilly Jam,2005,80,7.8,3
228,472043,Apocalypto,2006,139,7.8,0
229,481269,Carmen and Geoffrey,2005,80,7.8,3
230,481603,The Prince of Chess,2005,50,7.8,3
231,499549,Avatar,2009,162,7.8,0
232,762133,Shadow Company,2006,86,7.8,3
233,780504,Drive,2011,100,7.8,2
234,839851,Holes in My Shoes,2006,90,7.8,3
235,852992,Prince Among Slaves,2007,58,7.8,3
236,906743,Forever,2006,97,7.8,3
237,912580,The Devil Came on Horseback,2007,85,7.8,3
238,1002963,Y.M.I. Yeh Mera India,2008,137,7.8,2
239,1074638,Skyfall,2012,143,7.8,0
240,1093824,Encounters at the End of the World,2007,99,7.8,3
241,1132620,The Girl with the Dragon Tattoo,2009,152,7.8,2
242,1137439,Blue Gold: World Water Wars,2008,90,7.8,3
243,1202339,20 Seconds of Joy,2007,60,7.8,3
244,1216496,Mother,2009,129,7.8,2
245,1319726,The Most Dangerous Man in America: Daniel Ellsberg and the Pentagon Papers,2009,92,7.8,3
246,1326247,Mine,2009,80,7.8,3
247,1332023,Mary Pickford: The Muse of the Movies,2008,102,7.8,3
248,1408101,Star Trek: Into Darkness,2013,132,7.8,0
249,1433816,Metastases,2009,82,7.8,2
250,1437235,Mugabe and the White African,2009,90,7.8,3
251,1450681,9500 Liberty,2009,81,7.8,3
252,1503769,Collapse,2009,82,7.8,3
253,1511400,Just Like Us,2010,72,7.8,3
254,1568346,The Girl with the Dragon Tattoo,2011,158,7.8,2
255,1570101,Grant Morrison: Talking with Gods,2010,80,7.8,3
256,1579592,Kick,2009,155,7.8,1
257,1581845,Somewhere Between,2011,88,7.8,3
258,1683876,Happy People: A Year in the Taiga,2010,90,7.8,3
259,1787816,The Last Mountain,2011,95,7.8,3
260,1813757,Who Killed Captain Alex?,2010,64,7.8,0
261,1827487,Once Upon a Time in Anatolia,2011,157,7.8,2
262,1924396,The Best Offer,2013,131,7.8,2
263,2297031,TimeScapes,2012,52,7.8,3
264,3204392,The Kingdom of Dreams and Madness,2013,118,7.8,3
265,3408558,Live and Let Live,2013,80,7.8,3
266,5446858,Zero Days,2016,116,7.8,3
267,109842,Fresh,1994,114,7.7,2
268,114704,The Deathmaker,1995,110,7.7,2
269,117262,Orson Welles: The One-Man Band,1995,88,7.7,3
270,117381,Primal Fear,1996,129,7.7,2
271,119116,The Fifth Element,1997,126,7.7,0
272,245844,The Count of Monte Cristo,2002,131,7.7,0
273,257044,Road to Perdition,2002,117,7.7,2
274,267363,Chandni Bar,2001,150,7.7,2
275,276819,Berlin Babylon,2001,88,7.7,3
276,297721,All About Lily Chou-Chou,2001,146,7.7,2
277,310775,Sympathy for Mr. Vengeance,2002,129,7.7,2
278,315733,21 Grams,2003,124,7.7,2
279,322420,Life Is a Miracle,2004,155,7.7,1
280,326306,The Trials of Henry Kissinger,2002,80,7.7,3
281,329094,Forget Baghdad: Jews and Arabs - The Iraqi Connection,2002,112,7.7,3
282,334548,The True Meaning of Pictures: Shelby Lee Adams' Appalachia,2002,75,7.7,3
283,347718,Other Worlds,2004,90,7.7,3
284,369258,Bal-Can-Can,2005,89,7.7,0
285,380758,Hush!,2003,82,7.7,3
286,383475,Lost Boys of Sudan,2003,87,7.7,3
287,395421,The 10th Judicial Court: Judicial Hearings,2004,105,7.7,3
288,419677,Dead Man's Shoes,2004,90,7.7,2
289,422349,Great Communist Bank Robbery,2004,75,7.7,3
290,439810,La sierra,2005,84,7.7,3
291,443706,Zodiac,2007,157,7.7,2
292,447016,Emmanuel's Gift,2005,80,7.7,3
293,452623,Gone Baby Gone,2007,114,7.7,2
294,458425,McLibel,2005,85,7.7,3
295,465472,The Gerson Miracle,2004,91,7.7,3
296,480025,This Is England,2006,101,7.7,2
297,489037,Who Killed the Electric Car?,2006,92,7.7,3
298,765443,Eastern Promises,2007,100,7.7,2
299,765849,Our Daily Bread,2005,92,7.7,3
300,858492,Vikramarkudu,2006,140,7.7,0
301,881310,Modern Life,2008,88,7.7,3
302,978569,Beware the Moon: Remembering 'An American Werewolf in London',2009,98,7.7,3
303,996396,Fog City Mavericks,2007,119,7.7,3
304,996966,"Not Quite Hollywood: The Wild, Untold Story of Ozploitation!",2008,103,7.7,3
305,1031928,Her Name Is Sabine,2007,85,7.7,3
306,1074194,William Kunstler: Disturbing the Universe,2009,85,7.7,3
307,1104678,1000 Journals,2007,88,7.7,3
308,1149583,Flow: For Love of Water,2008,93,7.7,3
309,1183662,Blip Festival: Reformat the Planet,2008,82,7.7,3
310,1261422,RR,2007,111,7.7,3
311,1286798,Unmistaken Child,2008,102,7.7,3
312,1337155,Neshoba,2008,86,7.7,3
313,1440266,Pina,2011,103,7.7,3
314,1510726,The Woman with the 5 Elephants,2009,93,7.7,3
315,1528734,Food Matters,2008,80,7.7,3
316,1558250,GasLand,2010,107,7.7,3
317,1567233,Forks Over Knives,2011,96,7.7,3
318,1650416,Kapitalism: Our Improved Formula,2010,80,7.7,3
319,1667130,The Green Wave,2010,80,7.7,3
320,1734477,Public Speaking,2010,84,7.7,3
321,1784538,Miss Representation,2011,85,7.7,3
322,1787660,Being Elmo: A Puppeteer's Journey,2011,80,7.7,3
323,1855199,End of Watch,2012,109,7.7,2
324,1859438,A Little Thing Called Love,2010,118,7.7,1
325,1921040,Numbered,2012,55,7.7,3
326,1931388,Beware of Mr. Baker,2012,100,7.7,3
327,1942884,Indie Game: The Movie,2012,103,7.7,3
328,1951090,Quebrando o Tabu,2011,80,7.7,3
329,1966396,Dark Girls,2011,71,7.7,3
330,1974254,Far Out Isn't Far Enough: The Tomi Ungerer Story,2012,98,7.7,3
331,2179053,Gideon's Army,2013,96,7.7,3
332,2381335,Fed Up,2014,92,7.7,3
333,2404567,From Bedrooms to Billions,2014,150,7.7,3
334,2630916,Pump,2014,88,7.7,3
335,2674040,Keep on Keepin' On,2014,84,7.7,3
336,2731398,Fifi Howls from Happiness,2013,96,7.7,3
337,2795078,Gasland Part II,2013,125,7.7,3
338,2800050,A Beautiful Planet,2016,45,7.7,3
339,2802144,Kingsman: The Secret Service,2014,129,7.7,0
340,3029558,Rurouni Kenshin Part II: Kyoto Inferno,2014,138,7.7,0
341,3675568,Merchants of Doubt,2014,96,7.7,3
342,3746250,Sherpa,2015,96,7.7,3
343,3845960,Cocaine Cowboys: Reloaded,2014,152,7.7,3
344,3907180,"Remake, Remix, Rip-Off: About Copy Culture & Turkish Pop Cinema",2014,96,7.7,3
345,4147684,La Once,2014,80,7.7,3
346,4333662,They Will Have to Kill Us First,2015,100,7.7,3
347,4537412,Hija de la laguna,2015,87,7.7,3
348,4934296,The Ritchie Blackmore Story,2015,134,7.7,3
349,99121,Berkeley in the Sixties,1990,117,7.6,3
350,99674,The Godfather: Part III,1990,162,7.6,2
351,99810,The Hunt for Red October,1990,135,7.6,0
352,103935,Rebels of the Neon God,1992,106,7.6,2
353,106856,Falling Down,1993,113,7.6,2
354,112769,La C???r???monie,1995,112,7.6,2
355,112818,Dead Man Walking,1995,122,7.6,2
356,113523,Kamikaze Taxi,1995,169,7.6,0
357,114093,Paris Was a Woman,1996,75,7.6,3
358,116767,Kids Return,1996,107,7.6,2
359,117665,Sleepers,1996,147,7.6,2
360,117731,Star Trek: First Contact,1996,111,7.6,0
361,119167,Funny Games,1997,108,7.6,2
362,120126,"Sick: The Life & Death of Bob Flanagan, Supermasochist",1997,90,7.6,3
363,121766,Star Wars: Episode III - Revenge of the Sith,2005,140,7.6,0
364,124312,Ashes of Paradise,1997,116,7.6,2
365,139193,"The Farm: Angola, USA",1998,88,7.6,3
366,144084,American Psycho,2000,102,7.6,2
367,166169,Divorce Iranian Style,1998,80,7.6,3
368,181865,Traffic,2000,147,7.6,2
369,243133,The Man Who Wasn't There,2001,116,7.6,2
370,284262,Life and Debt,2001,80,7.6,3
371,289992,The Life of David Gale,2003,130,7.6,2
372,290591,En construcci???n,2001,125,7.6,3
373,303348,How to Draw a Bunny,2002,90,7.6,3
374,337868,Beyond the Gates of Splendor,2002,96,7.6,3
375,347332,Khakee,2004,174,7.6,0
376,351299,Blind Shaft,2003,92,7.6,2
377,362225,Tell No One,2006,131,7.6,2
378,385004,House of Flying Daggers,2004,119,7.6,0
379,399295,Lord of War,2005,122,7.6,2
380,408306,Munich,2005,164,7.6,2
381,418038,Outfoxed: Rupert Murdoch's War on Journalism,2004,75,7.6,3
382,424024,Darwin's Nightmare,2004,107,7.6,3
383,444608,The Boys of Baraka,2005,84,7.6,3
384,449994,Jodhaa Akbar,2008,213,7.6,0
385,451094,Lady Vengeance,2005,115,7.6,2
386,478116,China Blue,2005,86,7.6,3
387,478324,We Feed the World,2005,96,7.6,3
388,783550,Meth,2006,79,7.6,3
389,808245,A Letter to Elia,2010,60,7.6,3
390,813547,The Counterfeiters,2007,98,7.6,2
391,819354,10 Questions for the Dalai Lama,2006,86,7.6,3
392,843328,Chatrapathi,2005,158,7.6,0
393,960749,Crazy Sexy Cancer,2007,89,7.6,3
394,963807,I.O.U.S.A.,2008,85,7.6,3
395,988045,Sherlock Holmes,2009,128,7.6,0
396,1010005,Election Day,2007,84,7.6,3
397,1049400,Outrage,2009,90,7.6,3
398,1146298,Some Photos in the City of Sylvia,2007,67,7.6,3
399,1160629,Suspect X,2008,128,7.6,2
400,1172995,The Linguists,2008,65,7.6,3
401,1185371,Corman's World: Exploits of a Hollywood Rebel,2011,95,7.6,3
402,1202203,Pray the Devil Back to Hell,2008,72,7.6,3
403,1204341,The Universe of Keith Haring,2008,90,7.6,3
404,1221143,My First War,2008,82,7.6,3
405,1227378,"Fat, Sick & Nearly Dead",2010,97,7.6,3
406,1253565,Between the Folds,2008,56,7.6,3
407,1266093,NoBody's Perfect,2008,84,7.6,3
408,1268224,An Inconvenient Tax,2011,78,7.6,3
409,1270612,Below Sea Level,2008,110,7.6,3
410,1273222,These Amazing Shadows,2011,88,7.6,3
411,1289451,Pulling John,2009,73,7.6,3
412,1294164,Fuel,2008,112,7.6,3
413,1326733,The Art of the Steal,2009,101,7.6,3
414,1327599,The Rock-afire Explosion,2008,72,7.6,3
415,1355640,The Shock Doctrine,2009,79,7.6,3
416,1356790,I Am Divine,2013,90,7.6,3
417,1421032,Disco and Atomic War,2009,80,7.6,3
418,1436045,13 Assassins,2010,141,7.6,0
419,1445203,Hot Coffee,2011,88,7.6,3
420,1515195,Being in the World,2010,81,7.6,3
421,1614989,Headhunters,2011,96,7.6,2
422,1633175,Carts of Darkness,2008,60,7.6,3
423,1725995,Hello Stranger,2010,130,7.6,1
424,1739304,Open Secret,2011,55,7.6,3
425,1741225,I Am,2010,78,7.6,3
426,1753549,Buck,2011,88,7.6,3
427,1836183,The Harmony Game,2011,72,7.6,3
428,1836974,Ecstasy of Order: The Tetris Masters,2011,93,7.6,3
429,1845773,Ai Weiwei: Never Sorry,2012,91,7.6,3
430,1845838,Metro Manila,2013,115,7.6,2
431,1883251,America's Most Hated Family in Crisis,2011,60,7.6,3
432,1951264,The Hunger Games: Catching Fire,2013,146,7.6,0
433,1979385,Unlawful Killing,2011,78,7.6,3
434,2008513,First Position,2011,95,7.6,3
435,2014338,Side by Side,2012,99,7.6,3
436,2049636,Unity,2015,99,7.6,3
437,2103281,Dawn of the Planet of the Apes,2014,130,7.6,0
438,2152198,The Pervert's Guide to Ideology,2012,136,7.6,3
439,2258685,The World Before Her,2012,90,7.6,3
440,2351524,La educaci???n prohibida,2012,121,7.6,3
441,2366450,Stories We Tell,2012,108,7.6,3
442,2378465,Sofia's Last Ambulance,2012,75,7.6,3
443,2401099,Trashed,2012,98,7.6,3
444,2585208,Louis Theroux: Law and Disorder in Philadelphia,2008,60,7.6,3
445,2625030,New World,2013,134,7.6,2
446,3029556,Rurouni Kenshin: The Legend Ends,2014,134,7.6,0
447,3042408,Who Am I,2014,102,7.6,2
448,3335378,Utopia,2013,110,7.6,3
449,3517192,Ohm Shanthi Oshaana,2014,136,7.6,1
450,3529920,Super Juice Me!,2014,85,7.6,3
451,4188192,The Ecstasy of Wilko Johnson,2015,92,7.6,3
452,4897822,Where to Invade Next,2015,120,7.6,3
453,4936450,Graduation,2016,128,7.6,2
454,5278596,Weiner,2016,96,7.6,3
455,6028446,The Magnitsky Act. Behind the Scenes,2016,152,7.6,3
456,105839,Once Upon a Time in China II,1992,113,7.5,0
457,107554,Menace II Society,1993,97,7.5,2
458,107808,A Perfect World,1993,138,7.5,2
459,110377,London,1994,85,7.5,3
460,116261,Eye of God,1997,84,7.5,2
461,119683,Les Mis???rables,1998,134,7.5,2
462,119926,Postman Blues,1997,110,7.5,2
463,120324,A Simple Plan,1998,121,7.5,2
464,137355,O Amor Natural,1996,76,7.5,3
465,145394,A Place Called Chiapas,1998,89,7.5,3
466,157016,I Stand Alone,1998,93,7.5,2
467,169024,Megacities,1998,90,7.5,3
468,194278,Pripyat,1999,100,7.5,3
469,217505,Gangs of New York,2002,167,7.5,2
470,243739,Regarding Bu??ñuel,2000,103,7.5,3
471,247425,In the Bedroom,2001,130,7.5,2
472,283941,Black Box BRD,2001,102,7.5,3
473,290334,X-Men 2,2003,134,7.5,0
474,313670,Sweet Sixteen,2002,106,7.5,2
475,314691,Sogobi,2002,90,7.5,3
476,326977,I'm Not Scared,2003,108,7.5,2
477,344936,Black Indians: An American Story,2001,60,7.5,3
478,354575,The Five Obstructions,2003,90,7.5,3
479,358647,Power Trip,2003,86,7.5,3
480,359203,"Easy Riders, Raging Bulls: How the Sex, Drugs and Rock 'N' Roll Generation Saved Hollywood",2003,119,7.5,3
481,365109,Deep Blue,2003,83,7.5,3
482,367975,Lisbela and the Prisoner,2003,106,7.5,1
483,385002,Green Street Hooligans,2005,109,7.5,2
484,390190,Deadline,2004,90,7.5,3
485,390221,Maria Full of Grace,2004,101,7.5,2
486,399146,A History of Violence,2005,96,7.5,2
487,416825,Howard Zinn: You Can't Be Neutral on a Moving Train,2004,78,7.5,3
488,419142,Slavoj Zizek: The Reality of the Virtual,2004,71,7.5,3
489,434440,The World According to Sesame Street,2006,104,7.5,3
490,439682,Lomax the Songhunter,2004,92,7.5,3
491,447166,The Gamers: Dorkness Rising,2008,105,7.5,0
492,474361,Sisters in Law,2005,104,7.5,3
493,478090,A/k/a Tommy Chong,2006,80,7.5,3
494,486358,Jesus Camp,2006,84,7.5,3
495,493459,This Film Is Not Yet Rated,2006,98,7.5,3
496,497116,An Inconvenient Truth,2006,96,7.5,3
497,499101,The Free Will,2006,163,7.5,2
498,877351,The Man You Had in Mind,2006,95,7.5,3
499,961109,Bloody Mondays & Strawberry Pies,2008,80,7.5,3
500,1018728,Heart Like a Hand Grenade,2015,96,7.5,3
501,1020972,Blind Mountain,2007,95,7.5,2
502,1114277,Up the Yangtze,2007,93,7.5,3
503,1117385,Felon,2008,104,7.5,2
504,1176727,The End of the Line,2009,85,7.5,3
505,1194612,Into Eternity: A Film for the Future,2010,75,7.5,3
506,1212007,The Dhamma Brothers,2008,76,7.5,3
507,1242460,We Need to Talk About Kevin,2011,112,7.5,2
508,1307963,Let's Make Money,2008,110,7.5,3
509,1326204,Crude,2009,105,7.5,3
510,1333657,Shouting Fire: Stories from the Edge of Free Speech,2009,75,7.5,3
511,1379210,When the Dragon Swallowed the Sun,2010,115,7.5,3
512,1433528,Inferno,2009,100,7.5,3
513,1462014,Surviving Progress,2011,86,7.5,3
514,1515091,Sherlock Holmes: A Game of Shadows,2011,129,7.5,0
515,1566648,Waiting for 'Superman',2010,111,7.5,3
